bookID,title,authors,average_rating,publication_date,publisher,available
3815,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,9/1/2001,Aladdin Paperbacks,1
3816,Changing Planes,Ursula K. Le Guin,3.83,8/1/2005,Ace,1
3817,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,4.12,9/30/2003,Ace Books,1
3818,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.04,10/28/2003,Ace,1
3819,Jane on Her Own (Catwings  #4),Ursula K. Le Guin/S.D. Schindler,4.17,10/1/2006,Orchard Books,1
3820,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,11/23/2004,Pocket Books,1
3821,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin/Margot Paronis,4.09,9/1/2001,Gallery / Saga Press,1
3822,Catwings (Catwings #1),Ursula K. Le Guin/S.D. Schindler,4.09,5/1/2003,Orchard Books,1
3823,Wonderful Alexander and the Catwings,Ursula K. Le Guin/S.D. Schindler,4.13,9/1/1994,Orchard Books,1
3824,The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,4.12,11/1/2004,Gallery Books,1
3825,The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,4.52,7/1/1997,Everyman Chess,1
3826,Tal-Botvinnik 1960,Mikhail Tal/Hanon W. Russell,4.55,7/3/2001,Russell Enterprises,1
3827,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford,3.87,1/30/2003,Penguin Books,1
3828,Cromartie High School  Vol. 06,Eiji Nonaka/Brendan Frayne,4.21,6/6/2006,ADV Manga,1
3829,Cromartie High School  Vol. 05,Eiji Nonaka/Brendan Frayne,4.28,3/21/2006,ADV Manga,1
3830,Cromartie High School  Vol. 01,Eiji Nonaka/Brendan Frayne,4,3/1/2005,ADV Manga,1
3831,Cromartie High School  Vol. 02,Eiji Nonaka/Brendan Frayne,4.19,6/14/2005,ADV Manga,1
3832,Bleach  Volume 16,Tite Kubo,4.34,12/5/2006,VIZ Media LLC,1
3833,Bleach  Volume 13,Tite Kubo,4.36,6/6/2006,VIZ Media LLC,1
3834,Bleach  Volume 10,Tite Kubo,4.28,12/6/2005,VIZ Media LLC,1
3835,Bleach  Volume 18,Tite Kubo,4.34,4/3/2007,VIZ Media LLC,1
3836,Bleach  Volume 17,Tite Kubo,4.35,2/6/2007,VIZ Media LLC,1
3837,Bleach  Volume 19,Tite Kubo,4.36,6/5/2007,VIZ Media LLC,1
3838,Bleach  Volume 20,Tite Kubo,4.36,8/7/2007,VIZ Media LLC,1
3839,The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,4.2,3/13/2007,TokyoPop,1
3840,Twelve Fair Kingdoms,Suzette Haden Elgin,3.99,3/1/1983,Berkley,1
3841,Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),Hiroyuki Morioka,4.11,1/1/2007,TokyoPop,1
3842,Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),Hiroyuki Morioka,4.25,5/1/2007,TokyoPop,1
3843,Julie and Julia: My Year of Cooking Dangerously,Julie Powell,3.7,9/7/2006,Back Bay Books,1
3844,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.7,9/1/2005,Little Brown and Company,1
3845,The Master of Go,Yasunari Kawabata/Edward G. Seidensticker,3.84,5/28/1996,Vintage,1
3846,Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,4.05,5/9/2006,Greenwillow Books,1
3847,Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,4.08,5/1/2006,New American Library,1
3848,Red River  Vol. 14 (Red River  #14),Chie Shinohara,4.44,9/12/2006,VIZ Media LLC,1
3849,Red River  Vol. 15 (Red River  #15),Chie Shinohara,4.45,11/1/2006,Viz Media,1
3850,Red River  Vol. 16 (Red River  #16),Chie Shinohara,4.45,1/1/2007,Viz Media,1
3851,Red River  Vol. 17 (Red River  #17),Chie Shinohara,4.44,4/10/2007,VIZ Media LLC,1
3852,Tramps Like Us  Volume 8,Yayoi Ogawa,4.3,2/7/2006,TokyoPop,1
3853,Tramps Like Us  Volume 9,Yayoi Ogawa,4.32,6/1/2006,TokyoPop,1
3854,Tramps Like Us  Volume 11,Yayoi Ogawa,4.28,2/1/2007,TokyoPop,1
3855,Tramps Like Us  Volume 12,Yayoi Ogawa,4.37,6/1/2007,TokyoPop,1
3856,きみはペット 11 [Kimi wa Petto 11],Yayoi Ogawa/小川 彌生,4.28,11/12/2004,講談社,1
3857,Suki's Kimono,Chieri Uegaki/Stéphane Jorisch,4.19,9/1/2005,Kids Can Press,1
3858,The Interpreter,Suki Kim,3.56,1/1/2004,St. Martins Press,1
3859,The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,3.93,1/30/2007,Harry N. Abrams,1
3860,Flight of the Nighthawks (The Darkwar Saga  #1),Raymond E. Feist,3.96,4/11/2006,Harper Voyager,1
3861,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,4.17,1/1/1994,Bantam Spectra,1
3862,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,4,3/27/2007,EOS,1
3863,Manna from Heaven,Roger Zelazny/Scott Zrubeck/Steven Brust,3.95,5/29/2006,Wildside Press,1
3864,Lord of Light,Roger Zelazny,4.1,3/30/2010,Harper Voyager,1
3865,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,3.77,10/1/2005,iBooks,1
3866,Terrier (Beka Cooper  #1),Tamora Pierce,4.15,10/24/2006,Random House,1
3867,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,4.26,1/1/2005,Simon Pulse,1
3868,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,3.91,10/24/2006,Random House,1
3869,Emperor Mage (Immortals  #3),Tamora Pierce,4.29,6/1/2005,Simon Pulse,1
3870,The Realms of the Gods (Immortals  #4),Tamora Pierce,4.32,1/1/2006,Simon Pulse,1
3871,In the Hand of the Goddess (Song of the Lioness  #2),Tamora Pierce,4.24,1/1/2005,Simon Pulse,1
3872,Wild Magic (Immortals  #1),Tamora Pierce,4.32,6/1/2005,Simon Pulse,1
3873,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,4.28,1/1/2005,Simon Pulse,1
3874,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,5/28/2002,Random House Trade Paperbacks,1
3875,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan/Scott Brick,4.06,5/21/2007,Your Coach Digital,1
3876,More Milly Molly Mandy,Joyce Lankester Brisley,4.12,9/1/1999,Kingfisher,1
3877,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,4.09,1/31/2007,Gibbs Smith,1
3878,The Lion  the Witch and the Wardrobe,C.S. Lewis/Pauline Baynes,4.21,11/4/2003,HarperCollins,1
3879,Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,4.17,9/12/2006,Wizards of the Coast,1
3880,Witches Abroad (Discworld  #12),Terry Pratchett,4.22,8/1/2005,Corgi,1
3881,The Wizard's Apprentice (The Keepers  #2),Jackie French Koller/Rebecca Guay,3.8,12/1/2003,Aladdin,1
3882,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,4.17,12/1/1993,Spectra,1
3883,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist/Brett Booth,4.45,6/29/2006,Dabel Brothers Productions,1
3884,Geek Love,Katherine Dunn,3.97,6/11/2002,Random House Vintage,1
3885,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,3.97,7/11/2006,Yearling,1
3886,Prince of the Blood (Krondor's Sons  #1),Raymond E. Feist,3.98,12/18/2007,BantamSpectra,1
3887,Shards of a Broken Crown (The Serpentwar Saga  #4),Raymond E. Feist,4.02,4/1/1998,AvonEos,1
3888,Rage of a Demon King (The Serpentwar Saga  #3),Raymond E. Feist,4.05,4/1/1997,Avon Books,1
3889,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,4.04,11/15/1997,Tor Books,1
3890,Winter's Heart (The Wheel of Time  #9),Robert Jordan,3.94,1/7/2002,Tor Fantasy,1
3891,The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,4.16,7/4/1994,Orbit,1
3892,A Beautiful Mind,Sylvia Nasar,4.13,2/4/2002,Faber  Faber,1
3893,How To Have A Beautiful Mind,Edward de Bono,3.62,6/3/2004,Vermilion,1
3894,The State of Mind Called Beautiful,Sayadaw U. Pandita/Kate Wheeler/Swami Vivekananda,4.22,4/13/2006,Wisdom Publications,1
3895,Il genio dei numeri,Sylvia Nasar/Carlo Capararo/Sergio Mancini/Roberta Zuppet,4.13,2/1/2002,Rizzoli,1
3896,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,4.01,8/1/2004,Tor Books,1
3897,Blade of Fortriu (The Bridei Chronicles  #2),Juliet Marillier,4.09,10/31/2006,Tor,1
3898,The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,3.97,6/13/2006,Tor Books,1
3899,Child of the Prophecy (Sevenwaters  #3),Juliet Marillier,4.12,6/16/2003,Tor Books,1
3900,Son of the Shadows (Sevenwaters  #2),Juliet Marillier,4.33,6/17/2002,Tor Books,1
3901,Wildwood Dancing (Wildwood  #1),Juliet Marillier,4.09,1/23/2007,Alfred A. Knopf,1
3902,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,4.1,3/18/2005,Tor Books,1
3903,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,4.1,11/1/2005,Tor Fantasy,1
3904,The Noonday Demon: An Atlas of Depression,Andrew Solomon,4.18,4/2/2002,Scribner,1
3905,The Noonday Demon: An Anatomy of Depression,Andrew Solomon,4.18,4/4/2002,Vintage,1
3906,My Secret: A PostSecret Book,Frank Warren,4.34,10/24/2006,William Morrow,1
3907,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,4.37,1/9/2007,William Morrow,1
3908,The Secret Life of Houdini: The Making of America's First Superhero,William Kalush/Larry Sloman,3.87,10/31/2006,Atria Books,1
3909,The Golden Key,Melanie Rawn/Kate Elliott/Jennifer Roberson,3.82,9/19/1997,Pan,1
3910,The Case Of The Golden Key (Jigsaw Jones Mystery #19),James Preller/Jamie  Smith,3.88,9/1/2002,Scholastic Paperbacks,1
3911,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,3.89,2/2/2008,Bethany House Publishers,1
3912,Wise Child,Monica Furlong,4.14,2/24/2004,Random House,1
3913,The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,Konrad Eisenbichler,2,5/30/1998,University of Toronto Press,1
3914,King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,4.23,8/11/2002,Routledge,1
3915,The Konrad Saga (Konrad  #1-3),David S. Garnett/David Ferring,3.57,4/26/2005,Games Workshop,1
3916,Aerie (Dragon Jousters  #4),Mercedes Lackey,3.95,10/3/2006,DAW Books,1
3917,Sanctuary (Dragon Jousters  #3),Mercedes Lackey,4.01,5/2/2006,DAW,1
3918,Fortune's Fool (Five Hundred Kingdoms  #3),Mercedes Lackey,3.83,2/27/2007,Luna Books,1
3919,The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,3.97,10/25/2004,Luna Books,1
3920,The Wizard of London (Elemental Masters  #4),Mercedes Lackey,3.79,10/3/2006,DAW,1
3921,By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,3.9,2/6/2007,Baen,1
3922,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,4.14,3/3/1987,Daw Books,1
3923,Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,4.01,10/4/2005,DAW,1
3924,Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander,3.87,12/6/2005,DAW,1
3925,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,4.03,9/1/1995,Daw Books,1
3926,This Rough Magic (Heirs of Alexandria  #2),Mercedes Lackey/Eric Flint/Dave Freer,3.86,6/1/2005,Baen,1
3927,Joust (Dragon Jousters  #1),Mercedes Lackey,4.02,3/2/2004,DAW,1
3928,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,4.05,8/1/1994,DAW,1
3929,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,4.04,7/7/1992,DAW,1
3930,Alta (Dragon Jousters  #2),Mercedes Lackey,4.03,3/1/2005,Daw Books,1
3931,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.99,3/5/2002,Daw Books,1
3932,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,4.02,10/1/1996,DAW,1
3933,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,4.19,10/5/2004,DAW,1
3934,Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,3.85,1/1/1997,Daw Books,1
3935,The River's Gift,Mercedes Lackey,3.9,10/2/1999,Roc Hardcover,1
3936,Jinx High (Diana Tregarde  #3),Mercedes Lackey,3.83,9/5/2000,St. Martins Press-3PL,1
3937,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,3.98,11/1/2000,DAW,1
3938,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,3.92,1/30/2007,Baen,1
3939,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,3.98,10/1/1998,DAW,1
3940,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,3.94,8/1/2005,St. Martins Press-3PL,1
3941,Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,3.78,10/25/2005,Luna Books,1
3942,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,4.19,1/5/1988,Daw Books,1
3943,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,4.09,5/25/2000,Penguin,1
3944,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,3.36,4/18/2005,University of California Press,1
3945,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,3.85,1/30/1996,Vintage,1
3946,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,3.78,8/29/1998,Counterpoint,1
3947,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,3.99,11/14/2006,Farrar  Straus and Giroux,1
3948,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata/Edward G. Seidensticker/Yukio Mishima,3.67,2/6/2004,Kodansha International,1
3949,First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,3.85,10/12/1999,Counterpoint,1
3950,Romanee Conti: The World's Most Fabled Wine,Richard Olney,3.75,9/15/1995,Rizzoli International Publications,1
3951,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,Lady Sarashina/Ivan Morris,3.82,1/30/1975,Penguin Classics,1
3952,The Time Traveler's Wife,Audrey Niffenegger,3.97,10/1/2005,MacAdam/Cage,1
3953,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,3.6,10/1/2006,Harlequin Books,1
3954,Part-Time Wife (Hometown Heartbreakers  #4),Susan   Mallery,3.97,3/25/1996,Silhouette Special Edition,1
3955,The Little Friend,Donna Tartt,3.46,6/1/2007,Bloomsbury,1
3956,The Little Friend,Donna Tartt,3.46,10/28/2002,Bloomsbury,1
3957,The Littles and Their Amazing New Friend,John Lawrence Peterson,3.87,3/1/1999,Scholastic Paperbacks,1
3958,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,4.04,9/5/1998,HarperCollins,1
3959,The Legend of the Poinsettia,Tomie dePaola,4.19,10/6/1997,Puffin Books,1
3960,I Am Legend,Richard Matheson,4.07,1/21/1999,Millenium,1
3961,Throne of Jade (Temeraire  #2),Naomi Novik,3.89,4/25/2006,Del Rey Books,1
3962,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,3.89,3/15/1999,St. Martin's Paperbacks,1
3963,A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,4.14,2/1/2006,Imprint Academic,1
3964,Utena: Revolutionary Girl 01,Chiho Saito,3.83,2/1/2003,Carlsen,1
3965,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,4.21,11/2/2006,Penguin Classics,1
3966,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,3.99,7/7/2003,Farrar  Straus and Giroux,1
3967,O Xará,Jhumpa Lahiri,3.99,8/30/2004,Companhia das Letras,1
3968,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,3.96,1/18/2005,ADV Manga,1
3969,Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,3.95,10/12/2004,ADV Manga,1
3970,Prétear  Vol. 2 (Prétear  #2),Junichi Satō/Kaori Naruse,4,8/24/2004,ADV Manga,1
3971,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,4.29,10/25/2005,VeloPress,1
3972,A Power Governments Cannot Suppress,Howard Zinn,4.27,12/1/2006,City Lights Publishers,1
3973,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,4.12,1/5/2005,Hachette Books,1
3974,Mindfulness for Beginners,Jon Kabat-Zinn,3.82,7/1/2006,Sounds True,1
3975,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,3.78,3/28/2006,Penguin Books,1
3976,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,3.78,6/1/2000,Transworld Publishers,1
3977,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,3.79,8/1/2006,VIZ Media LLC,1
3978,Beauty and the Beast,Max Eilenberg/Angela Barrett,4.37,11/14/2006,Candlewick Press,1
3979,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,4.41,5/11/2004,Golden/Disney,1
3980,Mao II,Don DeLillo/Marianne Véron,3.68,10/27/2001,Babel,1
3981,White Noise: Text and Criticism,Don DeLillo/Mark Osteen,3.87,12/1/1998,Penguin Books,1
3982,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,4.04,8/6/2019,Harper Perennial Modern Classics,1
3983,The Art of Loving,Eiki Eiki/Sashiko Sato/Bambi Eloriaga,3.51,4/5/2006,Digital Manga Publishing,1
3984,Inattentional Blindness,Arien Mack/Irvin Rock,4.2,7/24/2000,Bradford Book,1
3985,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,3.98,6/2/1992,Vintage,1
3986,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,Paul De Man/Wlad Godzich,4.12,10/3/1983,University of Minnesota Press,1
3987,Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,3.92,9/13/2004,Little  Brown and Company,1
3988,A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,4.13,9/15/2003,Grosset & Dunlap,1
3989,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,4.02,1/3/2012,Library of American Comics,1
3990,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.08,3/24/2005,Orion Paperbacks,1
3991,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,Philip K. Dick/Jonathan Lethem,4.38,5/10/2007,Library of America,1
3992,The Philip K. Dick Reader,Philip K. Dick,4.28,4/1/2001,Citadel,1
3993,The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,4.09,1/30/1996,Vintage,1
3994,The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick/John Brunner,4.26,4/1/2002,Citadel,1
3995,The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,4.19,1/1/2000,Citadel Press,1
3996,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.88,12/31/1982,Dell Publishing Company,1
3997,Jonathan Strange y el señor Norrell,Susanna Clarke/Ana María de la Fuente,3.82,9/1/2005,Salamandra,1
3998,Hunger,Lan Samantha Chang,3.92,1/1/2000,Penguin Books,1
3999,The Diezmo,Rick Bass,3.46,6/15/2006,Mariner Books,1
4000,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,3.88,6/1/2001,Mariner Books,1
4001,The Hermit's Story,Rick Bass,4.12,9/18/2003,Mariner Books,1
4002,The Great Gatsby,F. Scott Fitzgerald,3.91,9/1/1925,Amereon Ltd,1
4003,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.69,3/15/2003,Atlantic Books,1
4004,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,2/20/2004,Harper,1
4005,The Liars' Club,Mary Karr,3.93,5/31/2005,Penguin Books,1
4006,The Pretender (Liar's Club  #1),Celeste Bradley,3.98,6/16/2003,St. Martin's Paperbacks,1
4007,The Impostor (Liar's Club  #2),Celeste Bradley,3.91,10/19/2003,St. Martin's Paperbacks,1
4008,Small Wonder,Barbara Kingsolver,4.01,4/15/2003,Harper Perennial,1
4009,Prodigal Summer,Barbara Kingsolver,4,10/16/2001,Harper Perennial,1
4010,English Passengers,Matthew Kneale,4.06,1/16/2001,Anchor,1
4011,English Passengers,Matthew Kneale,4.06,4/26/2001,Penguin,1
4012,Independent People,Halldór Laxness/James Anderson Thompson,4.17,9/28/2001,Harvill Press,1
4013,World Light,Halldór Laxness/Magnus Magnusson,4.14,10/8/2002,Vintage,1
4014,Under the Glacier,Halldór Laxness/Magnus Magnusson,3.59,3/8/2005,Vintage,1
4015,Paradise Reclaimed,Halldór Laxness/Magnus Magnusson/Jane Smiley,3.77,4/2/2002,Vintage,1
4016,Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,3.89,10/14/2003,Vintage,1
4017,The Atom Station,Halldór Laxness/Magnus Magnusson,3.55,3/4/2004,Vintage Classics,1
4018,Island: Collected Stories,Alistair MacLeod,4.19,9/5/2002,Vintage,1
4019,Carried Away: A Personal Selection of Stories,Alice Munro/Margaret Atwood,4.15,9/26/2006,Everyman's Library,1
4020,Selected Stories,Alice Munro,4.28,11/11/1997,Vintage,1
4021,Runaway,Alice Munro,3.98,10/28/2004,Alfred A. Knopf,1
4022,Something I've Been Meaning to Tell You: 13 Stories,Alice Munro,4.1,10/12/2004,Vintage,1
4023,The Beggar Maid: Stories of Flo and Rose,Alice Munro/Susanna Basso,3.93,5/7/1991,Vintage,1
4024,Lives of Girls and Women,Alice Munro,3.99,2/13/2001,Vintage,1
4025,Open Secrets,Alice Munro,4.07,11/7/1995,Vintage,1
4026,Coin Locker Babies,Ryū Murakami/Stephen Snyder,3.68,8/9/2002,Kodansha,1
4027,Pastoralia,George Saunders,4.11,9/8/2001,Bloomsbury Publishing,1
4028,Good Faith,Jane Smiley,3.26,5/11/2004,Anchor Books,1
4029,The Greenlanders,Jane Smiley,3.9,9/13/2005,Anchor,1
4030,The Autograph Man,Zadie Smith,3.16,5/22/2003,Penguin Books Ltd,1
4031,El cazador de autógrafos,Zadie Smith,3.16,12/30/2003,Salamandra,1
4032,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,1/1/2004,Wildside Press,1
4033,Chronicles: Volume One,Bob Dylan,3.98,9/13/2005,Simon  Schuster,1
4034,The Essential Interviews,Bob Dylan/Jonathan Cott,4.11,5/17/2006,Wenner Books,1
4035,The Bob Dylan Encyclopedia,Michael Gray,4.27,9/21/2006,Bloomsbury Academic,1
4036,Going Native,Stephen Wright,3.58,4/12/2005,Vintage,1
4037,Stranger In A Strange Land,Robert A. Heinlein,3.92,3/14/2005,Hodder & Stoughton,1
4038,Rain of Gold,Victor Villaseñor,4.48,9/1/1992,Delta,1
4039,The Pearl/The Red Pony,John Steinbeck,3.64,9/30/1976,Penguin Books,1
4040,A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,3.94,8/1/2000,Penguin Classics,1
